# Species	Genes	Alg.-Conn.	Human_ERR414243_bin.4.fna.faa	Human_SRR5056681_bin.100.fna.faa	Human_SRR5056817_bin.33.fna.faa	Human_SRR5056841_bin.46.fna.faa	Human_SRR5056944_bin.12.fna.faa	Human_SRR5056994_bin.72.fna.faa	Human_SRR5558136_bin.38.fna.faa	Human_SRR6028624_bin.16.fna.faa	Rumen_CACVNT01.fna.faa	Rumen_CACVQO01.fna.faa	Rumen_CACVRV01.fna.faa	Rumen_CACVSO01.fna.faa	Rumen_CACVSX01.fna.faa	Rumen_CACWHG01.fna.faa	Rumen_CACWMC01.fna.faa	Rumen_CACWMY01.fna.faa	Rumen_CACWPH01.fna.faa	Rumen_CACYST01.fna.faa	Rumen_CADAEW01.fna.faa	Rumen_CADAIA01.fna.faa	Rumen_CADBJG01.fna.faa	Rumen_CADBNS01.fna.faa	baboon1.faa	maccaque1.faa	maccaque2.faa	maccaque3.faa	maccaque4.faa	maccaque5.faa	maccaque6.faa	maccaque7.faa
30	30	0.00741	Human_ERR414243_bin.4.fna_01428	Human_SRR5056681_bin.100.fna_01142	Human_SRR5056817_bin.33.fna_00679	Human_SRR5056841_bin.46.fna_01399	Human_SRR5056944_bin.12.fna_01141	Human_SRR5056994_bin.72.fna_00258	Human_SRR5558136_bin.38.fna_01090	Human_SRR6028624_bin.16.fna_00081	Rumen_CACVNT01.fna_01615	Rumen_CACVQO01.fna_01644	Rumen_CACVRV01.fna_00234	Rumen_CACVSO01.fna_01430	Rumen_CACVSX01.fna_01182	Rumen_CACWHG01.fna_01954	Rumen_CACWMC01.fna_01811	Rumen_CACWMY01.fna_01421	Rumen_CACWPH01.fna_01958	Rumen_CACYST01.fna_01882	Rumen_CADAEW01.fna_01476	Rumen_CADAIA01.fna_00091	Rumen_CADBJG01.fna_01424	Rumen_CADBNS01.fna_00656	baboon1_02034	maccaque1_00879	maccaque2_01645	maccaque3_01893	maccaque4_01634	maccaque5_01622	maccaque6_01777	maccaque7_01830
26	26	0.266	Human_ERR414243_bin.4.fna_00180	Human_SRR5056681_bin.100.fna_00533	Human_SRR5056817_bin.33.fna_00136	Human_SRR5056841_bin.46.fna_00485	Human_SRR5056944_bin.12.fna_00333	*	Human_SRR5558136_bin.38.fna_00600	Human_SRR6028624_bin.16.fna_01113	Rumen_CACVNT01.fna_00229	*	Rumen_CACVRV01.fna_00573	*	Rumen_CACVSX01.fna_01728	Rumen_CACWHG01.fna_00260	Rumen_CACWMC01.fna_00254	Rumen_CACWMY01.fna_01564	Rumen_CACWPH01.fna_00743	Rumen_CACYST01.fna_01170	Rumen_CADAEW01.fna_02270	Rumen_CADAIA01.fna_02361	Rumen_CADBJG01.fna_00266	*	baboon1_00315	maccaque1_00323	maccaque2_01553	maccaque3_00456	maccaque4_01234	maccaque5_01175	maccaque6_01602	maccaque7_00337
29	29	0.84	Human_ERR414243_bin.4.fna_00808	Human_SRR5056681_bin.100.fna_01675	Human_SRR5056817_bin.33.fna_01739	Human_SRR5056841_bin.46.fna_01902	Human_SRR5056944_bin.12.fna_02063	Human_SRR5056994_bin.72.fna_01890	Human_SRR5558136_bin.38.fna_00793	Human_SRR6028624_bin.16.fna_00983	Rumen_CACVNT01.fna_00704	Rumen_CACVQO01.fna_00164	*	Rumen_CACVSO01.fna_02159	Rumen_CACVSX01.fna_01448	Rumen_CACWHG01.fna_02202	Rumen_CACWMC01.fna_01830	Rumen_CACWMY01.fna_00892	Rumen_CACWPH01.fna_00166	Rumen_CACYST01.fna_02043	Rumen_CADAEW01.fna_01411	Rumen_CADAIA01.fna_01794	Rumen_CADBJG01.fna_00647	Rumen_CADBNS01.fna_02127	baboon1_01563	maccaque1_00893	maccaque2_00485	maccaque3_01065	maccaque4_00286	maccaque5_00681	maccaque6_00642	maccaque7_01221
29	29	0.828	Human_ERR414243_bin.4.fna_01922	Human_SRR5056681_bin.100.fna_01926	Human_SRR5056817_bin.33.fna_00651	Human_SRR5056841_bin.46.fna_02069	Human_SRR5056944_bin.12.fna_02004	Human_SRR5056994_bin.72.fna_00286	Human_SRR5558136_bin.38.fna_00752	Human_SRR6028624_bin.16.fna_01182	Rumen_CACVNT01.fna_00690	Rumen_CACVQO01.fna_01609	Rumen_CACVRV01.fna_00198	*	Rumen_CACVSX01.fna_00635	Rumen_CACWHG01.fna_02148	Rumen_CACWMC01.fna_00387	Rumen_CACWMY01.fna_00685	Rumen_CACWPH01.fna_00208	Rumen_CACYST01.fna_02608	Rumen_CADAEW01.fna_00704	Rumen_CADAIA01.fna_01102	Rumen_CADBJG01.fna_02694	Rumen_CADBNS01.fna_00360	baboon1_01138	maccaque1_00588	maccaque2_00441	maccaque3_00714	maccaque4_00264	maccaque5_01006	maccaque6_01174	maccaque7_00839
27	27	0.708	*	Human_SRR5056681_bin.100.fna_02011	Human_SRR5056817_bin.33.fna_02012	Human_SRR5056841_bin.46.fna_01893	Human_SRR5056944_bin.12.fna_01925	Human_SRR5056994_bin.72.fna_01687	Human_SRR5558136_bin.38.fna_00753	Human_SRR6028624_bin.16.fna_01549	Rumen_CACVNT01.fna_02437	Rumen_CACVQO01.fna_00458	Rumen_CACVRV01.fna_00429	*	Rumen_CACVSX01.fna_01842	Rumen_CACWHG01.fna_00272	Rumen_CACWMC01.fna_00454	Rumen_CACWMY01.fna_00078	Rumen_CACWPH01.fna_00300	*	Rumen_CADAEW01.fna_01381	Rumen_CADAIA01.fna_00865	Rumen_CADBJG01.fna_00981	Rumen_CADBNS01.fna_01918	baboon1_01137	maccaque1_00587	maccaque2_00442	maccaque3_00713	maccaque4_00265	maccaque5_01005	maccaque6_01175	maccaque7_00838
26	26	0.537	*	Human_SRR5056681_bin.100.fna_02009	Human_SRR5056817_bin.33.fna_02010	Human_SRR5056841_bin.46.fna_01891	Human_SRR5056944_bin.12.fna_01923	Human_SRR5056994_bin.72.fna_01685	Human_SRR5558136_bin.38.fna_00755	Human_SRR6028624_bin.16.fna_01547	Rumen_CACVNT01.fna_02440	*	Rumen_CACVRV01.fna_00431	*	Rumen_CACVSX01.fna_01845	Rumen_CACWHG01.fna_00270	Rumen_CACWMC01.fna_00457	Rumen_CACWMY01.fna_00076	Rumen_CACWPH01.fna_00302	Rumen_CACYST01.fna_02458	*	Rumen_CADAIA01.fna_00862	Rumen_CADBJG01.fna_00979	Rumen_CADBNS01.fna_01916	baboon1_01135	maccaque1_00585	maccaque2_00444	maccaque3_00711	maccaque4_00267	maccaque5_01003	maccaque6_01177	maccaque7_00836
27	27	0.71	*	Human_SRR5056681_bin.100.fna_02008	Human_SRR5056817_bin.33.fna_02009	Human_SRR5056841_bin.46.fna_01890	Human_SRR5056944_bin.12.fna_01922	Human_SRR5056994_bin.72.fna_01684	Human_SRR5558136_bin.38.fna_00756	Human_SRR6028624_bin.16.fna_01546	Rumen_CACVNT01.fna_02439	Rumen_CACVQO01.fna_00456	Rumen_CACVRV01.fna_00432	*	Rumen_CACVSX01.fna_01844	Rumen_CACWHG01.fna_00269	Rumen_CACWMC01.fna_00458	Rumen_CACWMY01.fna_00075	Rumen_CACWPH01.fna_00303	Rumen_CACYST01.fna_02459	Rumen_CADAEW01.fna_02267	Rumen_CADAIA01.fna_00861	Rumen_CADBJG01.fna_00978	Rumen_CADBNS01.fna_01915	baboon1_01134	maccaque1_00584	*	maccaque3_00710	maccaque4_00268	maccaque5_01002	maccaque6_01178	maccaque7_00835
28	28	0.552	*	Human_SRR5056681_bin.100.fna_02007	Human_SRR5056817_bin.33.fna_02008	Human_SRR5056841_bin.46.fna_01889	Human_SRR5056944_bin.12.fna_01921	Human_SRR5056994_bin.72.fna_01683	Human_SRR5558136_bin.38.fna_00757	Human_SRR6028624_bin.16.fna_01545	Rumen_CACVNT01.fna_02438	Rumen_CACVQO01.fna_00455	Rumen_CACVRV01.fna_00433	*	Rumen_CACVSX01.fna_01843	Rumen_CACWHG01.fna_00268	Rumen_CACWMC01.fna_00459	Rumen_CACWMY01.fna_00074	Rumen_CACWPH01.fna_00304	Rumen_CACYST01.fna_02460	Rumen_CADAEW01.fna_02268	Rumen_CADAIA01.fna_00860	Rumen_CADBJG01.fna_00977	Rumen_CADBNS01.fna_01914	baboon1_01133	maccaque1_00583	maccaque2_01640	maccaque3_00709	maccaque4_00269	maccaque5_01001	maccaque6_01179	maccaque7_00834
26	26	0.699	*	Human_SRR5056681_bin.100.fna_02006	Human_SRR5056817_bin.33.fna_02007	Human_SRR5056841_bin.46.fna_01888	Human_SRR5056944_bin.12.fna_01920	Human_SRR5056994_bin.72.fna_01682	Human_SRR5558136_bin.38.fna_00758	Human_SRR6028624_bin.16.fna_01544	Rumen_CACVNT01.fna_02434	Rumen_CACVQO01.fna_00454	Rumen_CACVRV01.fna_00434	*	Rumen_CACVSX01.fna_01839	Rumen_CACWHG01.fna_00266	Rumen_CACWMC01.fna_00460	Rumen_CACWMY01.fna_00073	Rumen_CACWPH01.fna_00305	*	*	Rumen_CADAIA01.fna_00859	Rumen_CADBJG01.fna_00976	Rumen_CADBNS01.fna_01913	baboon1_01132	maccaque1_00582	maccaque2_01639	maccaque3_00708	maccaque4_00270	maccaque5_01000	maccaque6_01180	maccaque7_00833
27	27	0.56	*	Human_SRR5056681_bin.100.fna_02005	Human_SRR5056817_bin.33.fna_02006	Human_SRR5056841_bin.46.fna_01887	Human_SRR5056944_bin.12.fna_01919	Human_SRR5056994_bin.72.fna_01681	Human_SRR5558136_bin.38.fna_00759	Human_SRR6028624_bin.16.fna_01543	Rumen_CACVNT01.fna_02433	Rumen_CACVQO01.fna_00453	Rumen_CACVRV01.fna_00435	*	Rumen_CACVSX01.fna_01838	Rumen_CACWHG01.fna_00265	Rumen_CACWMC01.fna_00461	Rumen_CACWMY01.fna_00072	Rumen_CACWPH01.fna_00306	*	Rumen_CADAEW01.fna_01175	Rumen_CADAIA01.fna_00858	Rumen_CADBJG01.fna_00975	Rumen_CADBNS01.fna_01912	baboon1_01131	maccaque1_00581	maccaque2_01638	maccaque3_00707	maccaque4_00271	maccaque5_00999	maccaque6_01181	maccaque7_00832
30	30	0.623	Human_ERR414243_bin.4.fna_01909	Human_SRR5056681_bin.100.fna_01902	Human_SRR5056817_bin.33.fna_00100	Human_SRR5056841_bin.46.fna_02175	Human_SRR5056944_bin.12.fna_00684	Human_SRR5056994_bin.72.fna_01926	Human_SRR5558136_bin.38.fna_00781	Human_SRR6028624_bin.16.fna_00395	Rumen_CACVNT01.fna_00504	Rumen_CACVQO01.fna_00593	Rumen_CACVRV01.fna_02170	Rumen_CACVSO01.fna_00947	Rumen_CACVSX01.fna_00826	Rumen_CACWHG01.fna_01473	Rumen_CACWMC01.fna_01156	Rumen_CACWMY01.fna_01822	Rumen_CACWPH01.fna_00898	Rumen_CACYST01.fna_01825	Rumen_CADAEW01.fna_02112	Rumen_CADAIA01.fna_02169	Rumen_CADBJG01.fna_01306	Rumen_CADBNS01.fna_02193	baboon1_01575	maccaque1_00906	maccaque2_00473	maccaque3_01077	maccaque4_00298	maccaque5_00693	maccaque6_00654	maccaque7_01209
30	30	0.851	Human_ERR414243_bin.4.fna_01910	Human_SRR5056681_bin.100.fna_01903	Human_SRR5056817_bin.33.fna_00099	Human_SRR5056841_bin.46.fna_02174	Human_SRR5056944_bin.12.fna_00685	Human_SRR5056994_bin.72.fna_01925	Human_SRR5558136_bin.38.fna_00782	Human_SRR6028624_bin.16.fna_00394	Rumen_CACVNT01.fna_00505	Rumen_CACVQO01.fna_00592	Rumen_CACVRV01.fna_02169	Rumen_CACVSO01.fna_00948	Rumen_CACVSX01.fna_00825	Rumen_CACWHG01.fna_01474	Rumen_CACWMC01.fna_01157	Rumen_CACWMY01.fna_01823	Rumen_CACWPH01.fna_00899	Rumen_CACYST01.fna_01826	Rumen_CADAEW01.fna_02111	Rumen_CADAIA01.fna_02170	Rumen_CADBJG01.fna_01307	Rumen_CADBNS01.fna_02192	baboon1_01574	maccaque1_00905	maccaque2_00474	maccaque3_01076	maccaque4_00297	maccaque5_00692	maccaque6_00653	maccaque7_01210
30	30	0.802	Human_ERR414243_bin.4.fna_00133	Human_SRR5056681_bin.100.fna_01904	Human_SRR5056817_bin.33.fna_00098	Human_SRR5056841_bin.46.fna_00251	Human_SRR5056944_bin.12.fna_01549	Human_SRR5056994_bin.72.fna_01765	Human_SRR5558136_bin.38.fna_00785	Human_SRR6028624_bin.16.fna_01382	Rumen_CACVNT01.fna_00506	Rumen_CACVQO01.fna_00591	Rumen_CACVRV01.fna_00985	Rumen_CACVSO01.fna_00952	Rumen_CACVSX01.fna_00823	Rumen_CACWHG01.fna_01478	Rumen_CACWMC01.fna_01162	Rumen_CACWMY01.fna_01825	Rumen_CACWPH01.fna_00895	Rumen_CACYST01.fna_01827	Rumen_CADAEW01.fna_01767	Rumen_CADAIA01.fna_02173	Rumen_CADBJG01.fna_01303	Rumen_CADBNS01.fna_00549	baboon1_01571	maccaque1_00901	maccaque2_00477	maccaque3_01073	maccaque4_00294	maccaque5_00689	maccaque6_00650	maccaque7_01213
30	30	0.552	Human_ERR414243_bin.4.fna_00136	Human_SRR5056681_bin.100.fna_01907	Human_SRR5056817_bin.33.fna_00095	Human_SRR5056841_bin.46.fna_00254	Human_SRR5056944_bin.12.fna_01552	Human_SRR5056994_bin.72.fna_01762	Human_SRR5558136_bin.38.fna_00788	Human_SRR6028624_bin.16.fna_01379	Rumen_CACVNT01.fna_00509	Rumen_CACVQO01.fna_00588	Rumen_CACVRV01.fna_00982	Rumen_CACVSO01.fna_00955	Rumen_CACVSX01.fna_00820	Rumen_CACWHG01.fna_01481	Rumen_CACWMC01.fna_01166	Rumen_CACWMY01.fna_01827	Rumen_CACWPH01.fna_00892	Rumen_CACYST01.fna_02558	Rumen_CADAEW01.fna_02103	Rumen_CADAIA01.fna_02176	Rumen_CADBJG01.fna_01300	Rumen_CADBNS01.fna_00761	baboon1_01568	maccaque1_00898	maccaque2_00480	maccaque3_01070	maccaque4_00291	maccaque5_00686	maccaque6_00647	maccaque7_01216
30	30	0.818	Human_ERR414243_bin.4.fna_00137	Human_SRR5056681_bin.100.fna_01908	Human_SRR5056817_bin.33.fna_00094	Human_SRR5056841_bin.46.fna_00255	Human_SRR5056944_bin.12.fna_01553	Human_SRR5056994_bin.72.fna_01761	Human_SRR5558136_bin.38.fna_00789	Human_SRR6028624_bin.16.fna_01378	Rumen_CACVNT01.fna_00510	Rumen_CACVQO01.fna_00587	Rumen_CACVRV01.fna_00981	Rumen_CACVSO01.fna_00956	Rumen_CACVSX01.fna_00819	Rumen_CACWHG01.fna_01482	Rumen_CACWMC01.fna_01167	Rumen_CACWMY01.fna_01828	Rumen_CACWPH01.fna_00891	Rumen_CACYST01.fna_02559	Rumen_CADAEW01.fna_02104	Rumen_CADAIA01.fna_02177	Rumen_CADBJG01.fna_01299	Rumen_CADBNS01.fna_00762	baboon1_01567	maccaque1_00897	maccaque2_00481	maccaque3_01069	maccaque4_00290	maccaque5_00685	maccaque6_00646	maccaque7_01217
30	30	0.633	Human_ERR414243_bin.4.fna_00138	Human_SRR5056681_bin.100.fna_01909	Human_SRR5056817_bin.33.fna_00093	Human_SRR5056841_bin.46.fna_00256	Human_SRR5056944_bin.12.fna_01554	Human_SRR5056994_bin.72.fna_01760	Human_SRR5558136_bin.38.fna_00790	Human_SRR6028624_bin.16.fna_01377	Rumen_CACVNT01.fna_00511	Rumen_CACVQO01.fna_00586	Rumen_CACVRV01.fna_00980	Rumen_CACVSO01.fna_00957	Rumen_CACVSX01.fna_00818	Rumen_CACWHG01.fna_01483	Rumen_CACWMC01.fna_01168	Rumen_CACWMY01.fna_01829	Rumen_CACWPH01.fna_00890	Rumen_CACYST01.fna_02560	Rumen_CADAEW01.fna_01928	Rumen_CADAIA01.fna_02178	Rumen_CADBJG01.fna_01298	Rumen_CADBNS01.fna_00763	baboon1_01566	maccaque1_00896	maccaque2_00482	maccaque3_01068	maccaque4_00289	maccaque5_00684	maccaque6_00645	maccaque7_01218
30	30	0.794	Human_ERR414243_bin.4.fna_00139	Human_SRR5056681_bin.100.fna_01910	Human_SRR5056817_bin.33.fna_00092	Human_SRR5056841_bin.46.fna_00257	Human_SRR5056944_bin.12.fna_01555	Human_SRR5056994_bin.72.fna_01759	Human_SRR5558136_bin.38.fna_00791	Human_SRR6028624_bin.16.fna_01376	Rumen_CACVNT01.fna_00512	Rumen_CACVQO01.fna_00585	Rumen_CACVRV01.fna_00979	Rumen_CACVSO01.fna_00958	Rumen_CACVSX01.fna_00817	Rumen_CACWHG01.fna_01484	Rumen_CACWMC01.fna_01169	Rumen_CACWMY01.fna_01830	Rumen_CACWPH01.fna_00889	Rumen_CACYST01.fna_02561	Rumen_CADAEW01.fna_01929	Rumen_CADAIA01.fna_02179	Rumen_CADBJG01.fna_01297	Rumen_CADBNS01.fna_00764	baboon1_01565	maccaque1_00895	maccaque2_00483	maccaque3_01067	maccaque4_00288	maccaque5_00683	maccaque6_00644	maccaque7_01219
10	10	0.819	*	*	*	*	*	*	Human_SRR5558136_bin.38.fna_00748	*	*	*	*	*	*	*	*	*	*	*	*	*	Rumen_CADBJG01.fna_01015	*	baboon1_01142	maccaque1_00592	maccaque2_00437	maccaque3_00718	maccaque4_00260	maccaque5_01010	maccaque6_01170	maccaque7_00843
28	28	0.734	Human_ERR414243_bin.4.fna_00810	Human_SRR5056681_bin.100.fna_01673	Human_SRR5056817_bin.33.fna_01741	Human_SRR5056841_bin.46.fna_01904	Human_SRR5056944_bin.12.fna_02065	Human_SRR5056994_bin.72.fna_01892	Human_SRR5558136_bin.38.fna_00795	Human_SRR6028624_bin.16.fna_00985	Rumen_CACVNT01.fna_00706	Rumen_CACVQO01.fna_00166	Rumen_CACVRV01.fna_01379	*	Rumen_CACVSX01.fna_01446	*	Rumen_CACWMC01.fna_01832	Rumen_CACWMY01.fna_00894	Rumen_CACWPH01.fna_00164	Rumen_CACYST01.fna_02045	Rumen_CADAEW01.fna_01409	Rumen_CADAIA01.fna_01792	Rumen_CADBJG01.fna_00649	Rumen_CADBNS01.fna_02125	baboon1_01561	maccaque1_00891	maccaque2_00487	maccaque3_01063	maccaque4_00284	maccaque5_00679	maccaque6_00640	maccaque7_01223
27	27	0.748	Human_ERR414243_bin.4.fna_00811	Human_SRR5056681_bin.100.fna_01672	Human_SRR5056817_bin.33.fna_01742	Human_SRR5056841_bin.46.fna_01905	Human_SRR5056944_bin.12.fna_02066	Human_SRR5056994_bin.72.fna_01893	Human_SRR5558136_bin.38.fna_00796	Human_SRR6028624_bin.16.fna_00986	Rumen_CACVNT01.fna_00707	Rumen_CACVQO01.fna_00167	Rumen_CACVRV01.fna_01378	*	Rumen_CACVSX01.fna_01445	*	Rumen_CACWMC01.fna_01833	Rumen_CACWMY01.fna_00895	Rumen_CACWPH01.fna_00163	*	Rumen_CADAEW01.fna_01408	Rumen_CADAIA01.fna_01791	Rumen_CADBJG01.fna_00650	Rumen_CADBNS01.fna_02124	baboon1_01560	maccaque1_00890	maccaque2_00488	maccaque3_01062	maccaque4_00283	maccaque5_01661	maccaque6_00639	maccaque7_01224
29	29	0.676	Human_ERR414243_bin.4.fna_00123	Human_SRR5056681_bin.100.fna_00336	Human_SRR5056817_bin.33.fna_01645	Human_SRR5056841_bin.46.fna_00119	Human_SRR5056944_bin.12.fna_01019	Human_SRR5056994_bin.72.fna_01707	Human_SRR5558136_bin.38.fna_00797	Human_SRR6028624_bin.16.fna_00944	Rumen_CACVNT01.fna_02063	Rumen_CACVQO01.fna_00641	Rumen_CACVRV01.fna_00907	Rumen_CACVSO01.fna_01333	Rumen_CACVSX01.fna_02030	Rumen_CACWHG01.fna_00799	Rumen_CACWMC01.fna_01294	Rumen_CACWMY01.fna_01002	Rumen_CACWPH01.fna_01881	Rumen_CACYST01.fna_02856	Rumen_CADAEW01.fna_01807	Rumen_CADAIA01.fna_00704	Rumen_CADBJG01.fna_02764	Rumen_CADBNS01.fna_00279	baboon1_02050	maccaque1_00877	maccaque2_01385	maccaque3_01430	maccaque4_00975	maccaque5_01701	maccaque6_00248	*
29	29	0.746	Human_ERR414243_bin.4.fna_00120	Human_SRR5056681_bin.100.fna_00338	Human_SRR5056817_bin.33.fna_01647	Human_SRR5056841_bin.46.fna_00121	Human_SRR5056944_bin.12.fna_01017	Human_SRR5056994_bin.72.fna_01709	Human_SRR5558136_bin.38.fna_00799	Human_SRR6028624_bin.16.fna_00942	Rumen_CACVNT01.fna_02065	Rumen_CACVQO01.fna_00639	Rumen_CACVRV01.fna_00909	Rumen_CACVSO01.fna_01330	Rumen_CACVSX01.fna_02028	Rumen_CACWHG01.fna_00796	Rumen_CACWMC01.fna_01297	Rumen_CACWMY01.fna_01005	Rumen_CACWPH01.fna_01883	Rumen_CACYST01.fna_02854	Rumen_CADAEW01.fna_01810	Rumen_CADAIA01.fna_00707	Rumen_CADBJG01.fna_02762	Rumen_CADBNS01.fna_00281	baboon1_02052	maccaque1_00875	maccaque2_01383	maccaque3_01428	maccaque4_00977	maccaque5_01699	maccaque6_00250	*
29	29	0.656	Human_ERR414243_bin.4.fna_00119	Human_SRR5056681_bin.100.fna_00339	Human_SRR5056817_bin.33.fna_01648	Human_SRR5056841_bin.46.fna_00122	Human_SRR5056944_bin.12.fna_01016	Human_SRR5056994_bin.72.fna_01710	Human_SRR5558136_bin.38.fna_00800	Human_SRR6028624_bin.16.fna_00941	Rumen_CACVNT01.fna_02066	Rumen_CACVQO01.fna_00638	Rumen_CACVRV01.fna_00910	Rumen_CACVSO01.fna_01329	Rumen_CACVSX01.fna_02027	Rumen_CACWHG01.fna_00795	Rumen_CACWMC01.fna_01298	Rumen_CACWMY01.fna_01006	Rumen_CACWPH01.fna_01884	Rumen_CACYST01.fna_02853	Rumen_CADAEW01.fna_01811	Rumen_CADAIA01.fna_00708	Rumen_CADBJG01.fna_02761	Rumen_CADBNS01.fna_00282	baboon1_02053	maccaque1_00874	maccaque2_01382	maccaque3_01427	maccaque4_00978	maccaque5_01698	maccaque6_00251	*
8	8	0.402	Human_ERR414243_bin.4.fna_00781	*	*	*	*	*	Human_SRR5558136_bin.38.fna_00807	*	*	*	*	*	*	*	*	*	*	*	*	*	Rumen_CADBJG01.fna_00996	*	baboon1_01120	*	*	maccaque3_01421	maccaque4_00984	maccaque5_00875	maccaque6_00050	*
29	29	0.447	Human_ERR414243_bin.4.fna_01841	Human_SRR5056681_bin.100.fna_02041	Human_SRR5056817_bin.33.fna_02230	Human_SRR5056841_bin.46.fna_01975	Human_SRR5056944_bin.12.fna_02127	Human_SRR5056994_bin.72.fna_01769	Human_SRR5558136_bin.38.fna_00828	Human_SRR6028624_bin.16.fna_00803	*	Rumen_CACVQO01.fna_01370	Rumen_CACVRV01.fna_01755	Rumen_CACVSO01.fna_02069	Rumen_CACVSX01.fna_01509	Rumen_CACWHG01.fna_00245	Rumen_CACWMC01.fna_01838	Rumen_CACWMY01.fna_00900	Rumen_CACWPH01.fna_02161	Rumen_CACYST01.fna_02060	Rumen_CADAEW01.fna_01403	Rumen_CADAIA01.fna_01786	Rumen_CADBJG01.fna_02456	Rumen_CADBNS01.fna_01968	baboon1_00559	maccaque1_00640	maccaque2_00071	maccaque3_01601	maccaque4_00918	maccaque5_00020	maccaque6_00097	maccaque7_01570
30	30	0.844	Human_ERR414243_bin.4.fna_00486	Human_SRR5056681_bin.100.fna_01666	Human_SRR5056817_bin.33.fna_01748	Human_SRR5056841_bin.46.fna_01920	Human_SRR5056944_bin.12.fna_02030	Human_SRR5056994_bin.72.fna_01729	Human_SRR5558136_bin.38.fna_00831	Human_SRR6028624_bin.16.fna_01260	Rumen_CACVNT01.fna_01065	Rumen_CACVQO01.fna_00906	Rumen_CACVRV01.fna_00860	Rumen_CACVSO01.fna_01264	Rumen_CACVSX01.fna_00977	Rumen_CACWHG01.fna_01933	Rumen_CACWMC01.fna_01607	Rumen_CACWMY01.fna_00599	Rumen_CACWPH01.fna_00769	Rumen_CACYST01.fna_02173	Rumen_CADAEW01.fna_00190	Rumen_CADAIA01.fna_00741	Rumen_CADBJG01.fna_00009	Rumen_CADBNS01.fna_02232	baboon1_00557	maccaque1_00643	maccaque2_00068	maccaque3_01598	maccaque4_00921	maccaque5_00017	maccaque6_00094	maccaque7_01573
26	26	0.457	Human_ERR414243_bin.4.fna_00289	Human_SRR5056681_bin.100.fna_00005	Human_SRR5056817_bin.33.fna_00829	Human_SRR5056841_bin.46.fna_00543	Human_SRR5056944_bin.12.fna_00003	Human_SRR5056994_bin.72.fna_01554	Human_SRR5558136_bin.38.fna_00835	Human_SRR6028624_bin.16.fna_01139	Rumen_CACVNT01.fna_00621	*	Rumen_CACVRV01.fna_01828	Rumen_CACVSO01.fna_00946	Rumen_CACVSX01.fna_01262	Rumen_CACWHG01.fna_02138	Rumen_CACWMC01.fna_01535	Rumen_CACWMY01.fna_02222	Rumen_CACWPH01.fna_01438	*	Rumen_CADAEW01.fna_01533	*	Rumen_CADBJG01.fna_00545	*	baboon1_00554	maccaque1_00645	maccaque2_00066	maccaque3_01663	maccaque4_00358	maccaque5_00015	maccaque6_00092	maccaque7_01593
29	29	0.532	Human_ERR414243_bin.4.fna_00117	Human_SRR5056681_bin.100.fna_00180	Human_SRR5056817_bin.33.fna_00998	Human_SRR5056841_bin.46.fna_00606	Human_SRR5056944_bin.12.fna_00178	*	Human_SRR5558136_bin.38.fna_00838	Human_SRR6028624_bin.16.fna_00350	Rumen_CACVNT01.fna_01978	Rumen_CACVQO01.fna_00604	Rumen_CACVRV01.fna_00002	Rumen_CACVSO01.fna_01313	Rumen_CACVSX01.fna_00259	Rumen_CACWHG01.fna_00781	Rumen_CACWMC01.fna_00715	Rumen_CACWMY01.fna_01580	Rumen_CACWPH01.fna_00905	Rumen_CACYST01.fna_02767	Rumen_CADAEW01.fna_00226	Rumen_CADAIA01.fna_01940	Rumen_CADBJG01.fna_02115	Rumen_CADBNS01.fna_00271	baboon1_00551	maccaque1_00648	maccaque2_00063	maccaque3_01660	maccaque4_00355	maccaque5_00012	maccaque6_00089	maccaque7_01596
29	29	0.856	Human_ERR414243_bin.4.fna_00099	Human_SRR5056681_bin.100.fna_00925	Human_SRR5056817_bin.33.fna_00054	Human_SRR5056841_bin.46.fna_00294	Human_SRR5056944_bin.12.fna_00739	Human_SRR5056994_bin.72.fna_00175	Human_SRR5558136_bin.38.fna_00840	Human_SRR6028624_bin.16.fna_00267	Rumen_CACVNT01.fna_01515	Rumen_CACVQO01.fna_01469	Rumen_CACVRV01.fna_00219	Rumen_CACVSO01.fna_01419	Rumen_CACVSX01.fna_02104	Rumen_CACWHG01.fna_01422	Rumen_CACWMC01.fna_00111	Rumen_CACWMY01.fna_02155	Rumen_CACWPH01.fna_00229	*	Rumen_CADAEW01.fna_00963	Rumen_CADAIA01.fna_00610	Rumen_CADBJG01.fna_00894	Rumen_CADBNS01.fna_00752	baboon1_00549	maccaque1_00650	maccaque2_00061	maccaque3_01658	maccaque4_00353	maccaque5_00010	maccaque6_00087	maccaque7_01598
15	15	0.714	Human_ERR414243_bin.4.fna_01713	*	*	*	*	*	Human_SRR5558136_bin.38.fna_00845	*	Rumen_CACVNT01.fna_01409	Rumen_CACVQO01.fna_01009	Rumen_CACVRV01.fna_02253	*	Rumen_CACVSX01.fna_00495	*	*	*	*	Rumen_CACYST01.fna_00223	*	*	Rumen_CADBJG01.fna_03623	*	baboon1_00915	maccaque1_01283	maccaque2_01482	maccaque3_01399	maccaque4_00641	maccaque5_01828	maccaque6_00583	*
